hour_start,transaction_count,amount_usd,unique_ip,labelled_fraud_count,labelled_fraud_amount_usd,labelled_fraud_rate
2026-01-19T09:00:00,62,11126.480000000003,62,0,,0.0
2026-01-19T10:00:00,82,8476.630000000001,82,0,,0.0
2026-01-19T11:00:00,72,81075.9,72,0,,0.0
2026-01-19T12:00:00,95,13063.429999999998,95,0,,0.0
2026-01-19T13:00:00,80,11174.140000000001,80,0,,0.0
2026-01-19T14:00:00,65,6058.689999999999,65,0,,0.0
2026-01-19T15:00:00,81,35378.229999999996,81,1,15421.17,0.012345679012345678
2026-01-19T16:00:00,79,9457.349999999999,79,0,,0.0
2026-01-19T17:00:00,77,12991.59,77,0,,0.0
2026-01-19T18:00:00,78,15652.06,78,0,,0.0
2026-01-19T19:00:00,79,14900.300000000001,79,0,,0.0
2026-01-19T20:00:00,77,15724.570000000002,77,0,,0.0
2026-01-19T21:00:00,85,11350.509999999998,85,0,,0.0
2026-01-19T22:00:00,82,16306.779999999999,82,0,,0.0
2026-01-19T23:00:00,100,15696.549999999997,100,0,,0.0
2026-01-20T00:00:00,61,7368.3099999999995,61,0,,0.0
2026-01-20T01:00:00,80,13467.29,80,0,,0.0
2026-01-20T02:00:00,69,15510.960000000001,69,0,,0.0
2026-01-20T03:00:00,101,10438.07,101,0,,0.0
2026-01-20T04:00:00,89,19475.149999999998,89,1,9218.29,0.011235955056179775
2026-01-20T05:00:00,82,10752.43,82,0,,0.0
2026-01-20T06:00:00,78,16236.74,78,0,,0.0
2026-01-20T07:00:00,66,13198.23,66,0,,0.0
2026-01-20T08:00:00,96,13212.72,96,0,,0.0
2026-01-20T09:00:00,59,5280.25,59,0,,0.0
2026-01-20T10:00:00,81,56593.329999999994,81,1,47304.95,0.012345679012345678
2026-01-20T11:00:00,76,9200.53,76,0,,0.0
2026-01-20T12:00:00,65,17309.039999999997,65,0,,0.0
2026-01-20T13:00:00,80,25057.119999999995,80,1,11188.74,0.0125
2026-01-20T14:00:00,76,11652.750000000002,76,0,,0.0
2026-01-20T15:00:00,68,11206.1,68,0,,0.0
2026-01-20T16:00:00,66,12863.359999999999,66,0,,0.0
2026-01-20T17:00:00,73,92330.24000000002,73,1,79927.19,0.0136986301369863
2026-01-20T18:00:00,78,11759.669999999998,78,0,,0.0
2026-01-20T19:00:00,66,9649.28,66,0,,0.0
2026-01-20T20:00:00,73,10306.78,73,0,,0.0
2026-01-20T21:00:00,76,58325.33000000001,76,1,50437.83,0.013157894736842105
2026-01-20T22:00:00,92,28445.87,92,0,,0.0
2026-01-20T23:00:00,71,9888.71,71,0,,0.0
2026-01-21T00:00:00,81,17008.45,81,0,,0.0
2026-01-21T01:00:00,89,27816.180000000004,89,1,13419.11,0.011235955056179775
2026-01-21T02:00:00,66,7282.95,66,0,,0.0
2026-01-21T03:00:00,65,10012.569999999998,65,0,,0.0
2026-01-21T04:00:00,86,115560.46999999997,86,1,107275.61,0.011627906976744186
2026-01-21T05:00:00,77,17613.04,77,0,,0.0
2026-01-21T06:00:00,75,6002.82,75,0,,0.0
2026-01-21T07:00:00,66,10289.099999999999,66,0,,0.0
2026-01-21T08:00:00,72,11131.67,72,0,,0.0
2026-01-21T09:00:00,77,26004.469999999998,77,0,,0.0
2026-01-21T10:00:00,86,10724.74,86,0,,0.0
2026-01-21T11:00:00,98,9658.379999999997,98,0,,0.0
2026-01-21T12:00:00,74,20546.52,74,0,,0.0
2026-01-21T13:00:00,85,20232.63,85,0,,0.0
2026-01-21T14:00:00,71,10317.369999999999,71,0,,0.0
2026-01-21T15:00:00,65,11578.82,65,0,,0.0
2026-01-21T16:00:00,75,35078.979999999996,75,1,21007.91,0.013333333333333334
2026-01-21T17:00:00,88,23922.57,88,1,2164.68,0.011363636363636364
2026-01-21T18:00:00,78,17662.39,78,1,9047.13,0.01282051282051282
2026-01-21T19:00:00,67,10633.999999999998,67,0,,0.0
2026-01-21T20:00:00,68,12202.61,68,0,,0.0
2026-01-21T21:00:00,81,13815.51,81,0,,0.0
2026-01-21T22:00:00,81,12607.009999999998,81,0,,0.0
2026-01-21T23:00:00,75,14836.87,75,1,4605.51,0.013333333333333334
2026-01-22T00:00:00,66,7928.1900000000005,66,0,,0.0
2026-01-22T01:00:00,80,23203.13,80,0,,0.0
2026-01-22T02:00:00,59,5716.02,59,0,,0.0
2026-01-22T03:00:00,83,23654.440000000002,83,0,,0.0
2026-01-22T04:00:00,81,13442.2,81,0,,0.0
2026-01-22T05:00:00,69,6274.11,69,0,,0.0
2026-01-22T06:00:00,91,24556.330000000005,91,0,,0.0
2026-01-22T07:00:00,68,10578.95,68,1,3825.89,0.014705882352941176
2026-01-22T08:00:00,70,12317.379999999997,70,0,,0.0
2026-01-22T09:00:00,76,13290.439999999997,76,0,,0.0
2026-01-22T10:00:00,87,6862.140000000001,87,0,,0.0
2026-01-22T11:00:00,74,14099.999999999998,74,0,,0.0
2026-01-22T12:00:00,73,10078.759999999998,73,0,,0.0
2026-01-22T13:00:00,70,7196.849999999999,70,0,,0.0
2026-01-22T14:00:00,67,13104.480000000001,67,0,,0.0
2026-01-22T15:00:00,71,6366.719999999999,71,0,,0.0
2026-01-22T16:00:00,63,26734.179999999997,63,1,5974.5,0.015873015873015872
2026-01-22T17:00:00,77,32372.980000000007,77,0,,0.0
2026-01-22T18:00:00,73,13224.710000000001,73,0,,0.0
2026-01-22T19:00:00,69,9611.54,69,0,,0.0
2026-01-22T20:00:00,73,12657.279999999999,73,1,6328.13,0.0136986301369863
2026-01-22T21:00:00,69,8989.51,69,0,,0.0
2026-01-22T22:00:00,82,14747.630000000001,82,0,,0.0
2026-01-22T23:00:00,74,9001.18,74,0,,0.0
2026-01-23T00:00:00,83,58668.26000000001,83,0,,0.0
2026-01-23T01:00:00,52,6438.3099999999995,52,0,,0.0
2026-01-23T02:00:00,74,7514.369999999999,74,0,,0.0
2026-01-23T03:00:00,78,11141.11,78,0,,0.0
2026-01-23T04:00:00,89,26312.729999999996,89,0,,0.0
2026-01-23T05:00:00,68,10123.630000000001,68,0,,0.0
2026-01-23T06:00:00,69,10625.24,69,0,,0.0
2026-01-23T07:00:00,75,7208.589999999999,75,0,,0.0
2026-01-23T08:00:00,71,9668.960000000001,71,0,,0.0
2026-01-23T09:00:00,82,12447.400000000001,82,0,,0.0
2026-01-23T10:00:00,66,27636.26,66,0,,0.0
2026-01-23T11:00:00,71,5681.339999999999,71,0,,0.0
2026-01-23T12:00:00,85,37478.100000000006,85,0,,0.0
2026-01-23T13:00:00,77,18678.89,77,0,,0.0
2026-01-23T14:00:00,80,144824.69999999995,80,1,104061.36,0.0125
2026-01-23T15:00:00,77,30273.129999999997,77,0,,0.0
2026-01-23T16:00:00,85,40470.51000000001,85,1,19712.33,0.011764705882352941
2026-01-23T17:00:00,85,25021.0,85,0,,0.0
2026-01-23T18:00:00,83,27258.29,83,2,17493.93,0.024096385542168676
2026-01-23T19:00:00,77,11948.119999999997,77,0,,0.0
2026-01-23T20:00:00,75,12881.42,75,0,,0.0
2026-01-23T21:00:00,71,11629.24,71,0,,0.0
2026-01-23T22:00:00,78,7773.910000000001,78,0,,0.0
2026-01-23T23:00:00,89,12784.070000000002,89,0,,0.0
2026-01-24T00:00:00,66,15056.759999999998,66,0,,0.0
2026-01-24T01:00:00,88,18235.079999999998,88,0,,0.0
2026-01-24T02:00:00,81,34699.57,81,1,24367.69,0.012345679012345678
2026-01-24T03:00:00,71,6604.019999999998,71,0,,0.0
2026-01-24T04:00:00,74,9218.500000000002,74,0,,0.0
2026-01-24T05:00:00,64,36752.48,64,0,,0.0
2026-01-24T06:00:00,79,10066.710000000001,79,0,,0.0
2026-01-24T07:00:00,75,7443.030000000001,75,0,,0.0
2026-01-24T08:00:00,78,9881.449999999999,78,0,,0.0
2026-01-24T09:00:00,77,12291.320000000002,77,0,,0.0
2026-01-24T10:00:00,81,11709.869999999999,81,0,,0.0
2026-01-24T11:00:00,83,20723.69,83,0,,0.0
2026-01-24T12:00:00,78,10296.36,78,0,,0.0
2026-01-24T13:00:00,84,18690.709999999995,84,0,,0.0
2026-01-24T14:00:00,71,11572.77,71,0,,0.0
2026-01-24T15:00:00,55,8931.400000000003,55,0,,0.0
2026-01-24T16:00:00,80,17081.399999999998,80,1,9531.97,0.0125
2026-01-24T17:00:00,88,14472.619999999999,88,0,,0.0
2026-01-24T18:00:00,82,11188.98,82,0,,0.0
2026-01-24T19:00:00,75,43567.97,75,1,25433.23,0.013333333333333334
2026-01-24T20:00:00,80,13259.130000000001,80,0,,0.0
2026-01-24T21:00:00,71,8029.910000000001,71,0,,0.0
2026-01-24T22:00:00,77,14110.010000000002,77,0,,0.0
2026-01-24T23:00:00,87,12183.339999999997,87,0,,0.0
2026-01-25T00:00:00,60,4236.31,60,0,,0.0
2026-01-25T01:00:00,83,10712.260000000002,83,0,,0.0
2026-01-25T02:00:00,70,28156.75,70,0,,0.0
2026-01-25T03:00:00,58,3658.8299999999995,58,0,,0.0
2026-01-25T04:00:00,111,16038.130000000001,111,0,,0.0
2026-01-25T05:00:00,77,12085.239999999998,77,0,,0.0
2026-01-25T06:00:00,70,8422.49,70,0,,0.0
2026-01-25T07:00:00,65,8411.72,65,0,,0.0
2026-01-25T08:00:00,72,20921.63,72,0,,0.0
2026-01-25T09:00:00,67,42172.02,67,0,,0.0
2026-01-25T10:00:00,81,9932.849999999999,81,0,,0.0
2026-01-25T11:00:00,75,10826.96,75,0,,0.0
2026-01-25T12:00:00,81,19489.48,81,0,,0.0
2026-01-25T13:00:00,70,11694.44,70,0,,0.0
2026-01-25T14:00:00,68,7031.08,68,0,,0.0
2026-01-25T15:00:00,76,10939.859999999999,76,0,,0.0
2026-01-25T16:00:00,73,20563.87,73,0,,0.0
2026-01-25T17:00:00,69,8201.78,69,0,,0.0
2026-01-25T18:00:00,95,12883.850000000002,95,0,,0.0
2026-01-25T19:00:00,94,8438.629999999997,94,0,,0.0
2026-01-25T20:00:00,69,8637.04,69,0,,0.0
2026-01-25T21:00:00,75,14625.640000000001,75,0,,0.0
2026-01-25T22:00:00,83,6479.909999999999,83,0,,0.0
2026-01-25T23:00:00,83,7293.080000000001,83,0,,0.0
2026-01-26T00:00:00,68,6401.499999999999,68,0,,0.0
2026-01-26T01:00:00,79,11414.459999999997,79,0,,0.0
2026-01-26T02:00:00,82,11892.57,82,1,3568.19,0.012195121951219513
2026-01-26T03:00:00,79,9039.949999999999,79,0,,0.0
2026-01-26T04:00:00,96,39817.72,96,1,17270.86,0.010416666666666666
2026-01-26T05:00:00,72,18872.47,72,0,,0.0
2026-01-26T06:00:00,74,28244.239999999998,74,0,,0.0
2026-01-26T07:00:00,92,30409.249999999996,92,2,20799.97,0.021739130434782608
2026-01-26T08:00:00,88,13624.24,88,0,,0.0
2026-01-26T09:00:00,80,7647.01,80,0,,0.0
2026-01-26T10:00:00,70,9364.050000000001,70,0,,0.0
2026-01-26T11:00:00,79,18880.50999999999,79,0,,0.0
2026-01-26T12:00:00,75,17958.28,75,0,,0.0
2026-01-26T13:00:00,77,13649.210000000001,77,1,3610.21,0.012987012987012988
2026-01-26T14:00:00,71,10173.680000000002,71,0,,0.0
2026-01-26T15:00:00,81,11952.579999999998,81,0,,0.0
2026-01-26T16:00:00,80,10075.6,80,0,,0.0
2026-01-26T17:00:00,85,62857.47000000001,85,1,40073.98,0.011764705882352941
2026-01-26T18:00:00,86,8125.669999999999,86,0,,0.0
2026-01-26T19:00:00,65,8856.720000000001,65,0,,0.0
2026-01-26T20:00:00,78,15158.72,78,0,,0.0
2026-01-26T21:00:00,81,18339.99,81,0,,0.0
2026-01-26T22:00:00,89,42420.22,89,2,32079.51,0.02247191011235955
2026-01-26T23:00:00,73,8244.060000000001,73,0,,0.0
2026-01-27T00:00:00,71,11492.48,71,0,,0.0
2026-01-27T01:00:00,78,11020.760000000002,78,0,,0.0
2026-01-27T02:00:00,68,15683.23,68,0,,0.0
2026-01-27T03:00:00,67,10638.31,67,0,,0.0
2026-01-27T04:00:00,77,87253.09999999999,77,2,67600.97,0.025974025974025976
2026-01-27T05:00:00,78,8783.600000000002,78,0,,0.0
2026-01-27T06:00:00,51,10208.239999999998,51,0,,0.0
2026-01-27T07:00:00,75,7765.590000000001,75,0,,0.0
2026-01-27T08:00:00,66,19017.61,66,0,,0.0
2026-01-27T09:00:00,59,18411.179999999997,59,0,,0.0
2026-01-27T10:00:00,88,12350.01,88,0,,0.0
2026-01-27T11:00:00,64,9324.77,64,0,,0.0
2026-01-27T12:00:00,80,17818.45,80,0,,0.0
2026-01-27T13:00:00,64,17804.18,64,0,,0.0
2026-01-27T14:00:00,75,20072.550000000003,75,0,,0.0
2026-01-27T15:00:00,66,9868.31,66,1,2720.97,0.015151515151515152
2026-01-27T16:00:00,72,17506.809999999998,72,0,,0.0
2026-01-27T17:00:00,83,9448.64,83,0,,0.0
2026-01-27T18:00:00,91,11158.0,91,0,,0.0
2026-01-27T19:00:00,89,16544.3,89,0,,0.0
2026-01-27T20:00:00,77,32439.25,77,0,,0.0
2026-01-27T21:00:00,79,11775.989999999996,79,0,,0.0
2026-01-27T22:00:00,67,15977.180000000004,67,0,,0.0
2026-01-27T23:00:00,68,30694.18999999999,68,1,18248.89,0.014705882352941176
2026-01-28T00:00:00,71,36935.170000000006,71,0,,0.0
2026-01-28T01:00:00,56,6376.949999999999,56,0,,0.0
2026-01-28T02:00:00,96,9793.64,96,0,,0.0
2026-01-28T03:00:00,85,31447.139999999996,85,1,15836.3,0.011764705882352941
2026-01-28T04:00:00,77,10803.089999999998,77,0,,0.0
2026-01-28T05:00:00,77,4563.130000000001,77,0,,0.0
2026-01-28T06:00:00,72,14741.419999999998,72,1,1580.56,0.013888888888888888
2026-01-28T07:00:00,70,10145.26,70,0,,0.0
2026-01-28T08:00:00,75,21055.93,75,0,,0.0
2026-01-28T09:00:00,86,12236.069999999998,86,0,,0.0
2026-01-28T10:00:00,75,12097.23,75,0,,0.0
2026-01-28T11:00:00,95,14108.670000000002,95,0,,0.0
2026-01-28T12:00:00,66,9290.980000000001,66,0,,0.0
2026-01-28T13:00:00,75,12030.009999999998,75,0,,0.0
2026-01-28T14:00:00,77,12970.039999999997,77,0,,0.0
2026-01-28T15:00:00,85,21563.159999999996,85,0,,0.0
2026-01-28T16:00:00,68,12622.410000000002,68,0,,0.0
2026-01-28T17:00:00,69,15776.430000000002,69,0,,0.0
2026-01-28T18:00:00,88,7640.8,88,0,,0.0
2026-01-28T19:00:00,65,55507.990000000005,65,0,,0.0
2026-01-28T20:00:00,75,20246.5,75,0,,0.0
2026-01-28T21:00:00,81,14267.46,81,0,,0.0
2026-01-28T22:00:00,80,39175.67,80,1,25487.8,0.0125
2026-01-28T23:00:00,71,7167.990000000001,71,0,,0.0
2026-01-29T00:00:00,80,9349.78,80,0,,0.0
2026-01-29T01:00:00,90,19502.6,90,0,,0.0
2026-01-29T02:00:00,77,17404.809999999998,77,0,,0.0
2026-01-29T03:00:00,68,7676.759999999999,68,0,,0.0
2026-01-29T04:00:00,79,10352.920000000002,79,0,,0.0
2026-01-29T05:00:00,75,11877.09,75,0,,0.0
2026-01-29T06:00:00,90,14663.580000000002,90,0,,0.0
2026-01-29T07:00:00,93,16098.53,93,0,,0.0
2026-01-29T08:00:00,65,13474.289999999999,65,0,,0.0
2026-01-29T09:00:00,70,24703.690000000006,70,0,,0.0
2026-01-29T10:00:00,62,9085.699999999999,62,0,,0.0
2026-01-29T11:00:00,80,25102.059999999998,80,0,,0.0
2026-01-29T12:00:00,87,14606.560000000001,87,0,,0.0
2026-01-29T13:00:00,71,8683.0,71,0,,0.0
2026-01-29T14:00:00,75,16411.99,75,0,,0.0
2026-01-29T15:00:00,70,5958.969999999999,70,0,,0.0
2026-01-29T16:00:00,76,10523.189999999999,76,0,,0.0
2026-01-29T17:00:00,72,5924.68,72,0,,0.0
2026-01-29T18:00:00,66,9302.060000000001,66,0,,0.0
2026-01-29T19:00:00,74,12154.619999999997,74,0,,0.0
2026-01-29T20:00:00,72,10292.17,72,0,,0.0
2026-01-29T21:00:00,81,9520.25,81,0,,0.0
2026-01-29T22:00:00,88,14807.779999999999,88,0,,0.0
2026-01-29T23:00:00,75,4919.759999999999,75,0,,0.0
2026-01-30T00:00:00,78,15140.810000000001,78,1,5923.85,0.01282051282051282
2026-01-30T01:00:00,65,7688.349999999999,65,0,,0.0
2026-01-30T02:00:00,88,6857.46,88,0,,0.0
2026-01-30T03:00:00,59,4525.84,59,0,,0.0
2026-01-30T04:00:00,82,10984.46,82,0,,0.0
2026-01-30T05:00:00,66,13356.289999999999,66,0,,0.0
2026-01-30T06:00:00,70,7220.910000000001,70,0,,0.0
2026-01-30T07:00:00,64,12217.67,64,0,,0.0
2026-01-30T08:00:00,77,16012.7,77,0,,0.0
2026-01-30T09:00:00,81,8283.2,81,0,,0.0
2026-01-30T10:00:00,78,8917.56,78,0,,0.0
2026-01-30T11:00:00,66,4954.43,66,0,,0.0
2026-01-30T12:00:00,84,14182.369999999999,84,0,,0.0
2026-01-30T13:00:00,74,17122.359999999997,74,0,,0.0
2026-01-30T14:00:00,62,4880.599999999999,62,0,,0.0
2026-01-30T15:00:00,76,8683.080000000002,76,0,,0.0
2026-01-30T16:00:00,73,11214.060000000001,73,0,,0.0
2026-01-30T17:00:00,77,13089.16,77,0,,0.0
2026-01-30T18:00:00,86,14034.07,86,0,,0.0
2026-01-30T19:00:00,65,5730.4,65,0,,0.0
2026-01-30T20:00:00,67,16882.56,67,0,,0.0
2026-01-30T21:00:00,74,10729.62,74,0,,0.0
2026-01-30T22:00:00,71,5633.05,71,0,,0.0
2026-01-30T23:00:00,81,9858.490000000002,81,0,,0.0
2026-01-31T00:00:00,70,12812.6,70,0,,0.0
2026-01-31T01:00:00,72,9802.34,72,0,,0.0
2026-01-31T02:00:00,62,8828.74,62,0,,0.0
2026-01-31T03:00:00,101,11208.210000000001,101,0,,0.0
2026-01-31T04:00:00,79,12165.510000000002,79,0,,0.0
2026-01-31T05:00:00,91,15393.22,91,0,,0.0
2026-01-31T06:00:00,75,10765.43,75,0,,0.0
2026-01-31T07:00:00,74,13766.150000000001,74,0,,0.0
2026-01-31T08:00:00,80,9424.870000000003,80,0,,0.0
2026-01-31T09:00:00,83,15978.829999999998,83,0,,0.0
2026-01-31T10:00:00,64,14718.100000000002,64,0,,0.0
2026-01-31T11:00:00,57,6389.679999999999,57,0,,0.0
2026-01-31T12:00:00,69,9341.210000000001,69,0,,0.0
2026-01-31T13:00:00,85,29596.55,85,1,14649.86,0.011764705882352941
2026-01-31T14:00:00,81,12266.89,81,0,,0.0
2026-01-31T15:00:00,84,8549.61,84,1,2808.77,0.011904761904761904
2026-01-31T16:00:00,82,11660.18,82,0,,0.0
2026-01-31T17:00:00,78,15068.22,78,0,,0.0
2026-01-31T18:00:00,82,15380.89,82,0,,0.0
2026-01-31T19:00:00,58,8837.740000000002,58,0,,0.0
2026-01-31T20:00:00,74,8246.16,74,0,,0.0
2026-01-31T21:00:00,71,11695.33,71,0,,0.0
2026-01-31T22:00:00,80,8079.029999999999,80,0,,0.0
2026-01-31T23:00:00,76,12796.22,76,1,7405.93,0.013157894736842105
