relative_hour_bucket,transaction_count,amount_usd,product_top,product_top_share,unique_product,unique_card1_proxy,card4_top,card4_top_share,addr2_top,addr2_top_share,identity_coverage,device_type_top,device_type_top_share,labelled_fraud_count,labelled_fraud_rate,labelled_fraud_amount_usd
1061,47,4184.418000000001,W,0.5531914893617021,3,36,visa,0.7021276595744681,87.0,0.6170212765957447,0.3404255319148936,mobile,0.1702127659574468,1,0.02127659574468085,150.0
1062,25,1515.328,W,0.8,2,21,visa,0.68,87.0,0.8,0.2,mobile,0.12,1,0.04,112.0
1063,16,1591.48,W,1.0,1,14,visa,0.625,87.0,1.0,0.0,,,0,0.0,
1064,20,1105.55,W,0.5,4,16,visa,0.9,87.0,0.7,0.5,desktop,0.4,3,0.15,105.95
1065,8,727.9000000000001,W,0.875,2,8,visa,1.0,87.0,1.0,0.125,mobile,0.125,0,0.0,
1066,12,1998.8500000000001,W,1.0,1,12,visa,0.5,87.0,1.0,0.0,,,0,0.0,
1067,25,3128.557,W,0.96,2,23,visa,0.64,87.0,0.96,0.04,mobile,0.04,0,0.0,
1068,34,4099.991,W,0.7058823529411765,5,27,visa,0.5,87.0,0.8823529411764706,0.29411764705882354,desktop,0.17647058823529413,8,0.23529411764705882,1006.4259999999999
1069,55,6881.6539999999995,W,0.6363636363636364,5,44,visa,0.7454545454545455,87.0,0.8363636363636363,0.36363636363636365,mobile,0.23636363636363636,3,0.05454545454545454,754.0
1070,117,18019.153000000006,W,0.9230769230769231,5,94,visa,0.6495726495726496,87.0,0.9658119658119658,0.07692307692307693,desktop,0.05128205128205128,3,0.02564102564102564,237.5
1071,131,14695.486,W,0.8549618320610687,5,104,visa,0.6641221374045801,87.0,0.916030534351145,0.11450381679389313,mobile,0.061068702290076333,1,0.007633587786259542,20.93
1072,162,19464.778,W,0.9135802469135802,5,115,visa,0.7160493827160493,87.0,0.9691358024691358,0.08641975308641975,mobile,0.05555555555555555,8,0.04938271604938271,1324.95
1073,207,27612.974000000002,W,0.8454106280193237,4,145,visa,0.5990338164251208,87.0,0.927536231884058,0.14009661835748793,desktop,0.08695652173913043,16,0.07729468599033816,1502.0
1074,181,23146.123,W,0.8342541436464088,5,128,visa,0.6906077348066298,87.0,0.9558011049723757,0.143646408839779,desktop,0.11602209944751381,14,0.07734806629834254,2353.45
1075,194,21128.950000000004,W,0.8247422680412371,5,138,visa,0.6391752577319587,87.0,0.9072164948453608,0.15463917525773196,mobile,0.08247422680412371,9,0.04639175257731959,649.219
1076,220,30337.265,W,0.9045454545454545,5,166,visa,0.6909090909090909,87.0,0.95,0.09090909090909091,mobile,0.05,4,0.01818181818181818,3709.0
1077,242,31069.382000000005,W,0.8471074380165289,5,153,visa,0.7107438016528925,87.0,0.9338842975206612,0.13636363636363635,desktop,0.08264462809917356,6,0.024793388429752067,1793.0
1078,194,18882.739,W,0.7938144329896907,5,139,visa,0.6494845360824743,87.0,0.9226804123711341,0.18556701030927836,desktop,0.1134020618556701,6,0.030927835051546393,1046.0
1079,194,27318.997,W,0.8505154639175257,5,139,visa,0.7268041237113402,87.0,0.9278350515463918,0.13402061855670103,desktop,0.08247422680412371,9,0.04639175257731959,1158.0
1080,123,14311.639,W,0.8211382113821138,4,94,visa,0.6260162601626016,87.0,0.9024390243902439,0.13821138211382114,mobile,0.08943089430894309,7,0.056910569105691054,1086.317
1081,150,13576.154,W,0.8733333333333333,5,123,visa,0.7333333333333333,87.0,0.9533333333333334,0.12666666666666668,mobile,0.06666666666666667,6,0.04,472.0
1082,140,16467.272,W,0.6928571428571428,5,105,visa,0.6357142857142857,87.0,0.8642857142857143,0.3,mobile,0.16428571428571428,1,0.007142857142857143,50.0
1083,95,9421.099000000002,W,0.7894736842105263,4,77,visa,0.7157894736842105,87.0,0.8631578947368421,0.2,mobile,0.12631578947368421,2,0.021052631578947368,155.5
1084,58,6003.139,W,0.6724137931034483,4,47,visa,0.6724137931034483,87.0,0.7758620689655172,0.3275862068965517,mobile,0.25862068965517243,5,0.08620689655172414,1590.0
1085,41,3465.6090000000004,W,0.7317073170731707,4,33,visa,0.5365853658536586,87.0,0.8048780487804879,0.2682926829268293,mobile,0.17073170731707318,0,0.0,
1086,18,2336.732,W,0.7777777777777778,3,16,visa,0.7777777777777778,87.0,0.8333333333333334,0.2222222222222222,mobile,0.16666666666666666,0,0.0,
1087,19,2709.807,W,0.6842105263157895,3,16,visa,0.631578947368421,87.0,0.8421052631578947,0.3157894736842105,desktop,0.2631578947368421,3,0.15789473684210525,150.0
1088,9,1451.7510000000002,W,0.6666666666666666,2,8,mastercard,0.5555555555555556,87.0,0.6666666666666666,0.3333333333333333,desktop,0.2222222222222222,0,0.0,
1089,2,93.9,W,1.0,1,2,mastercard,0.5,87.0,1.0,0.0,,,0,0.0,
1090,2,137.95,W,1.0,1,2,mastercard,0.5,87.0,1.0,0.0,,,0,0.0,
1091,13,590.269,C,0.6153846153846154,2,11,mastercard,0.5384615384615384,87.0,0.38461538461538464,0.6153846153846154,mobile,0.5384615384615384,7,0.5384615384615384,173.85199999999998
1092,14,1411.01,W,0.6428571428571429,4,13,mastercard,0.5714285714285714,87.0,0.7857142857142857,0.35714285714285715,mobile,0.2857142857142857,2,0.14285714285714285,49.672
1093,53,5668.623,W,0.6792452830188679,4,47,visa,0.6981132075471698,87.0,0.9056603773584906,0.32075471698113206,desktop,0.16981132075471697,3,0.05660377358490566,511.0
1094,83,7481.633,W,0.7951807228915663,5,61,visa,0.7469879518072289,87.0,0.8795180722891566,0.20481927710843373,mobile,0.14457831325301204,0,0.0,
1095,90,11522.561000000002,W,0.9,4,73,visa,0.7333333333333333,87.0,0.9444444444444444,0.1,mobile,0.07777777777777778,2,0.022222222222222223,560.0
1096,138,18698.097999999998,W,0.8695652173913043,4,118,visa,0.6521739130434783,87.0,0.9202898550724637,0.12318840579710146,desktop,0.08695652173913043,3,0.021739130434782608,679.0
1097,153,14745.689000000002,W,0.7516339869281046,5,119,visa,0.6797385620915033,87.0,0.8627450980392157,0.22875816993464052,mobile,0.13725490196078433,5,0.032679738562091505,292.91700000000003
1098,184,18333.381,W,0.7989130434782609,5,143,visa,0.6956521739130435,87.0,0.907608695652174,0.1956521739130435,desktop,0.10869565217391304,7,0.03804347826086957,1215.559
1099,191,19558.167,W,0.774869109947644,5,135,visa,0.5968586387434555,87.0,0.8586387434554974,0.19895287958115182,desktop,0.12041884816753927,7,0.03664921465968586,460.35799999999995
1100,170,15574.307,W,0.7764705882352941,5,126,visa,0.7470588235294118,87.0,0.8529411764705882,0.21176470588235294,mobile,0.12941176470588237,12,0.07058823529411765,436.727
1101,182,22556.504,W,0.8571428571428571,4,132,visa,0.6923076923076923,87.0,0.9065934065934066,0.12087912087912088,desktop,0.06043956043956044,13,0.07142857142857142,2077.58
1102,196,26542.806000000004,W,0.8316326530612245,5,120,visa,0.7244897959183674,87.0,0.8826530612244898,0.15816326530612246,desktop,0.09183673469387756,6,0.030612244897959183,680.2339999999999
1103,176,14569.936000000002,W,0.875,4,123,visa,0.7215909090909091,87.0,0.9147727272727273,0.10227272727272728,mobile,0.056818181818181816,9,0.05113636363636364,848.822
1104,162,15523.011999999999,W,0.9012345679012346,5,116,visa,0.6975308641975309,87.0,0.9197530864197531,0.08024691358024691,mobile,0.043209876543209874,3,0.018518518518518517,499.0
1105,165,15822.321000000004,W,0.8606060606060606,5,122,visa,0.6787878787878788,87.0,0.9090909090909091,0.12727272727272726,desktop,0.07878787878787878,1,0.006060606060606061,24.0
1106,129,10476.828999999998,W,0.7906976744186046,5,108,visa,0.7054263565891473,87.0,0.8604651162790697,0.20930232558139536,mobile,0.11627906976744186,4,0.031007751937984496,277.899
1107,85,7702.219999999999,W,0.8,4,72,visa,0.6470588235294118,87.0,0.8352941176470589,0.2,mobile,0.11764705882352941,1,0.011764705882352941,20.23
1108,61,4660.699000000001,W,0.7049180327868853,4,46,visa,0.7704918032786885,87.0,0.7540983606557377,0.29508196721311475,mobile,0.2459016393442623,1,0.01639344262295082,72.875
1109,62,5764.257,W,0.6129032258064516,3,45,visa,0.6612903225806451,87.0,0.6612903225806451,0.3870967741935484,desktop,0.27419354838709675,1,0.016129032258064516,50.0
1110,38,4510.918000000001,W,0.8157894736842105,3,32,visa,0.7368421052631579,87.0,0.8421052631578947,0.18421052631578946,mobile,0.13157894736842105,1,0.02631578947368421,554.0
1111,24,2031.641,W,0.875,3,22,visa,0.8333333333333334,87.0,0.9166666666666666,0.125,mobile,0.08333333333333333,0,0.0,
1112,15,1722.2500000000002,W,0.6,3,14,visa,0.8,87.0,1.0,0.4,mobile,0.26666666666666666,0,0.0,
1113,5,638.482,W,0.6,3,5,visa,0.6,87.0,0.8,0.4,mobile,0.4,2,0.4,545.0
1114,21,3145.7120000000004,W,0.7619047619047619,3,13,visa,0.6666666666666666,87.0,0.8095238095238095,0.23809523809523808,mobile,0.19047619047619047,5,0.23809523809523808,1312.0
1115,13,1295.353,W,0.8461538461538461,2,13,mastercard,0.6153846153846154,87.0,0.8461538461538461,0.15384615384615385,desktop,0.07692307692307693,0,0.0,
1116,40,4489.235,W,0.675,5,33,visa,0.675,87.0,0.925,0.325,mobile,0.275,2,0.05,185.0
1117,67,7254.342,W,0.7910447761194029,5,54,visa,0.582089552238806,87.0,0.9253731343283582,0.208955223880597,desktop,0.1044776119402985,4,0.05970149253731343,431.0
1118,94,13165.819000000001,W,0.8617021276595744,4,76,visa,0.5638297872340425,87.0,0.9468085106382979,0.13829787234042554,desktop,0.09574468085106383,0,0.0,
1119,152,28729.015999999996,W,0.8486842105263158,5,125,visa,0.6776315789473685,87.0,0.9473684210526315,0.11842105263157894,desktop,0.08552631578947369,0,0.0,
1120,174,21480.004999999997,W,0.8275862068965517,5,135,visa,0.5919540229885057,87.0,0.9137931034482759,0.16091954022988506,mobile,0.08045977011494253,5,0.028735632183908046,212.143
1121,189,28769.208,W,0.7354497354497355,5,136,visa,0.6825396825396826,87.0,0.8677248677248677,0.20634920634920634,desktop,0.13756613756613756,17,0.08994708994708994,4161.762000000001
1122,224,25408.212,W,0.8571428571428571,5,160,visa,0.6964285714285714,87.0,0.9241071428571429,0.10714285714285714,desktop,0.07142857142857142,16,0.07142857142857142,1445.5230000000001
1123,216,28861.161,W,0.8055555555555556,5,148,visa,0.6435185185185185,87.0,0.9074074074074074,0.18055555555555555,desktop,0.1388888888888889,11,0.05092592592592592,1649.2419999999997
1124,192,33010.363,W,0.828125,5,136,visa,0.640625,87.0,0.9166666666666666,0.13541666666666666,desktop,0.07291666666666667,7,0.036458333333333336,631.663
1125,216,27520.674,W,0.8657407407407407,5,151,visa,0.6481481481481481,87.0,0.9305555555555556,0.12962962962962962,mobile,0.06481481481481481,11,0.05092592592592592,805.2439999999999
1126,232,34252.742,W,0.8275862068965517,5,169,visa,0.6508620689655172,87.0,0.8879310344827587,0.15517241379310345,desktop,0.10775862068965517,14,0.0603448275862069,2003.0299999999997
1127,210,24525.085,W,0.8809523809523809,5,143,visa,0.7333333333333333,87.0,0.9333333333333333,0.10952380952380952,desktop,0.08571428571428572,11,0.05238095238095238,2125.694
1128,191,21277.184,W,0.8481675392670157,4,137,visa,0.6910994764397905,87.0,0.8900523560209425,0.14659685863874344,mobile,0.08376963350785341,4,0.020942408376963352,245.0
1129,176,23074.359000000004,W,0.8181818181818182,4,127,visa,0.6988636363636364,87.0,0.875,0.18181818181818182,desktop,0.10227272727272728,3,0.017045454545454544,585.428
1130,155,15283.316000000003,W,0.8064516129032258,5,116,visa,0.7032258064516129,87.0,0.864516129032258,0.16774193548387098,mobile,0.11612903225806452,4,0.025806451612903226,897.27
1131,93,8082.850000000001,W,0.8064516129032258,5,76,visa,0.6881720430107527,87.0,0.8387096774193549,0.1827956989247312,desktop,0.10752688172043011,0,0.0,
1132,82,8804.341,W,0.7804878048780488,4,63,visa,0.7439024390243902,87.0,0.8292682926829268,0.2073170731707317,desktop,0.12195121951219512,3,0.036585365853658534,120.231
1133,62,5695.569,W,0.6774193548387096,3,48,visa,0.6612903225806451,87.0,0.7258064516129032,0.3225806451612903,mobile,0.1935483870967742,5,0.08064516129032258,116.12700000000001
1134,36,3119.2769999999996,W,0.75,5,29,visa,0.6111111111111112,87.0,0.8333333333333334,0.25,mobile,0.1388888888888889,0,0.0,
1135,26,2564.6569999999997,W,0.7307692307692307,3,22,visa,0.5769230769230769,87.0,0.8846153846153846,0.2692307692307692,mobile,0.19230769230769232,4,0.15384615384615385,637.546
1136,13,2053.822,W,0.7692307692307693,3,11,visa,0.6153846153846154,87.0,0.9230769230769231,0.23076923076923078,desktop,0.15384615384615385,0,0.0,
1137,6,970.45,W,0.8333333333333334,2,6,visa,0.6666666666666666,87.0,0.8333333333333334,0.16666666666666666,mobile,0.16666666666666666,0,0.0,
1138,13,844.5500000000002,W,1.0,1,11,visa,0.46153846153846156,87.0,1.0,0.0,,,1,0.07692307692307693,82.0
1139,20,1693.7300000000002,W,0.8,3,19,visa,0.75,87.0,0.95,0.2,desktop,0.15,1,0.05,50.0
1140,46,5633.82,W,0.8260869565217391,4,42,visa,0.6521739130434783,87.0,1.0,0.17391304347826086,desktop,0.08695652173913043,1,0.021739130434782608,882.0
1141,76,10934.771000000004,W,0.8947368421052632,5,63,visa,0.7105263157894737,87.0,0.9605263157894737,0.10526315789473684,mobile,0.06578947368421052,3,0.039473684210526314,436.0
1142,129,20513.137000000002,W,0.9069767441860465,5,106,visa,0.6666666666666666,87.0,0.9612403100775194,0.09302325581395349,desktop,0.05426356589147287,7,0.05426356589147287,1567.5
1143,137,19387.392,W,0.8540145985401459,5,96,visa,0.7007299270072993,87.0,0.948905109489051,0.13138686131386862,desktop,0.08759124087591241,3,0.021897810218978103,726.0
1144,203,32197.078,W,0.8620689655172413,4,149,visa,0.6748768472906403,87.0,0.9014778325123153,0.11330049261083744,desktop,0.06896551724137931,4,0.019704433497536946,938.99
1145,181,38428.566999999995,W,0.856353591160221,5,138,visa,0.6629834254143646,87.0,0.9281767955801105,0.13259668508287292,mobile,0.08839779005524862,7,0.03867403314917127,1241.0
1146,217,41787.913,W,0.9493087557603687,5,151,visa,0.6589861751152074,87.0,0.9769585253456221,0.04608294930875576,desktop,0.027649769585253458,4,0.018433179723502304,139.95
1147,235,36014.334,W,0.8680851063829788,5,165,visa,0.6425531914893617,87.0,0.9617021276595744,0.11914893617021277,desktop,0.08936170212765958,7,0.029787234042553193,1018.511
1148,225,32048.870000000003,W,0.8355555555555556,5,157,visa,0.6577777777777778,87.0,0.9377777777777778,0.14666666666666667,desktop,0.12,4,0.017777777777777778,694.0
1149,230,26909.897,W,0.8217391304347826,5,145,visa,0.6652173913043479,87.0,0.9043478260869565,0.1608695652173913,desktop,0.10869565217391304,13,0.05652173913043478,970.355
1150,210,29912.303,W,0.8476190476190476,5,158,visa,0.6428571428571429,87.0,0.9095238095238095,0.12380952380952381,desktop,0.08571428571428572,2,0.009523809523809525,124.598
1151,209,22550.823000000004,W,0.7990430622009569,4,151,visa,0.6267942583732058,87.0,0.861244019138756,0.19617224880382775,desktop,0.1291866028708134,11,0.05263157894736842,1022.61
1152,185,29663.936,W,0.9351351351351351,5,141,visa,0.6756756756756757,87.0,0.9837837837837838,0.05945945945945946,desktop,0.03783783783783784,7,0.03783783783783784,926.95
1153,178,25000.962,W,0.8089887640449438,5,120,visa,0.6404494382022472,87.0,0.8876404494382022,0.16853932584269662,desktop,0.10112359550561797,6,0.033707865168539325,243.5
1154,152,15755.386,W,0.8552631578947368,4,111,visa,0.6776315789473685,87.0,0.9210526315789473,0.14473684210526316,mobile,0.09210526315789473,3,0.019736842105263157,655.538
1155,129,14482.6,W,0.8372093023255814,5,99,visa,0.6511627906976745,87.0,0.8992248062015504,0.16279069767441862,mobile,0.08527131782945736,4,0.031007751937984496,345.94
1156,72,8973.046,W,0.8055555555555556,5,59,visa,0.6666666666666666,87.0,0.9027777777777778,0.19444444444444445,desktop,0.125,1,0.013888888888888888,175.0
1157,47,6371.509,W,0.851063829787234,3,40,visa,0.7446808510638298,87.0,0.8723404255319149,0.14893617021276595,desktop,0.10638297872340426,3,0.06382978723404255,389.95
1158,29,3719.0009999999997,W,0.8275862068965517,3,24,visa,0.7586206896551724,87.0,0.896551724137931,0.1724137931034483,desktop,0.10344827586206896,2,0.06896551724137931,125.0
1159,23,3392.95,W,0.8260869565217391,4,18,visa,0.7391304347826086,87.0,1.0,0.17391304347826086,desktop,0.13043478260869565,4,0.17391304347826086,573.85
1160,7,896.0640000000001,W,0.5714285714285714,3,6,visa,0.5714285714285714,87.0,0.7142857142857143,0.42857142857142855,desktop,0.42857142857142855,2,0.2857142857142857,122.664
1161,8,799.3399999999999,W,0.875,2,8,visa,0.875,87.0,1.0,0.125,mobile,0.125,0,0.0,
1162,8,657.8599999999999,W,1.0,1,8,visa,1.0,87.0,1.0,0.0,,,0,0.0,
1163,36,3350.9379999999996,W,0.8611111111111112,3,30,visa,0.6111111111111112,87.0,0.9722222222222222,0.1388888888888889,mobile,0.1111111111111111,3,0.08333333333333333,371.0
1164,48,7576.908,W,0.875,4,41,visa,0.625,87.0,0.9583333333333334,0.125,desktop,0.10416666666666667,3,0.0625,753.28
1165,79,12391.929000000002,W,0.8227848101265823,5,63,visa,0.5949367088607594,87.0,0.8987341772151899,0.17721518987341772,desktop,0.12658227848101267,1,0.012658227848101266,500.0
1166,148,23914.515,W,0.8716216216216216,4,113,visa,0.6351351351351351,87.0,0.9324324324324325,0.12162162162162163,desktop,0.10135135135135136,4,0.02702702702702703,379.0
1167,188,24007.469,W,0.8936170212765957,5,125,visa,0.648936170212766,87.0,0.9468085106382979,0.07446808510638298,desktop,0.06382978723404255,8,0.0425531914893617,1747.018
1168,201,28652.143000000004,W,0.8407960199004975,5,140,visa,0.6865671641791045,87.0,0.9203980099502488,0.14925373134328357,desktop,0.10945273631840796,9,0.04477611940298507,736.228
1169,202,25054.817000000003,W,0.8564356435643564,5,155,visa,0.693069306930693,87.0,0.9207920792079208,0.13861386138613863,desktop,0.11386138613861387,0,0.0,
1170,247,38375.986,W,0.9068825910931174,5,162,visa,0.631578947368421,87.0,0.9392712550607287,0.08097165991902834,desktop,0.04048582995951417,5,0.020242914979757085,350.0
1171,208,28387.137,W,0.8798076923076923,5,149,visa,0.6826923076923077,87.0,0.9663461538461539,0.09615384615384616,desktop,0.0673076923076923,4,0.019230769230769232,399.0
1172,235,31694.332000000002,W,0.8765957446808511,5,161,visa,0.6468085106382979,87.0,0.9404255319148936,0.11063829787234042,desktop,0.09787234042553192,16,0.06808510638297872,2095.5930000000003
1173,226,41648.079999999994,W,0.8495575221238938,5,160,visa,0.7389380530973452,87.0,0.911504424778761,0.14601769911504425,mobile,0.09734513274336283,13,0.05752212389380531,2246.6130000000003
1174,214,27565.341000000004,W,0.8271028037383178,5,153,visa,0.6588785046728972,87.0,0.8738317757009346,0.1588785046728972,mobile,0.08411214953271028,14,0.06542056074766354,1285.858
1175,192,32316.522999999994,W,0.8541666666666666,5,144,visa,0.6354166666666666,87.0,0.9010416666666666,0.13541666666666666,desktop,0.09895833333333333,3,0.015625,173.0
1176,207,30311.33,W,0.821256038647343,5,148,visa,0.6280193236714976,87.0,0.8647342995169082,0.16908212560386474,desktop,0.10144927536231885,10,0.04830917874396135,633.891
1177,180,18837.393000000004,W,0.8666666666666667,5,137,visa,0.7055555555555556,87.0,0.9055555555555556,0.13333333333333333,desktop,0.08333333333333333,2,0.011111111111111112,865.21
1178,148,15161.086000000001,W,0.8445945945945946,4,110,visa,0.6756756756756757,87.0,0.8986486486486487,0.13513513513513514,desktop,0.07432432432432433,3,0.02027027027027027,326.18399999999997
1179,137,16175.047999999999,W,0.7445255474452555,4,105,visa,0.708029197080292,87.0,0.8540145985401459,0.24087591240875914,mobile,0.15328467153284672,6,0.043795620437956206,355.966
1180,79,8695.574000000002,W,0.9113924050632911,4,68,visa,0.6075949367088608,87.0,0.9620253164556962,0.08860759493670886,mobile,0.06329113924050633,1,0.012658227848101266,57.95
1181,60,6535.744,W,0.8333333333333334,4,49,visa,0.6666666666666666,87.0,0.9166666666666666,0.16666666666666666,mobile,0.11666666666666667,7,0.11666666666666667,837.8500000000001
1182,9,660.75,W,0.8888888888888888,2,8,visa,0.6666666666666666,87.0,1.0,0.1111111111111111,desktop,0.1111111111111111,1,0.1111111111111111,30.0
1183,21,1725.9610000000002,W,0.7619047619047619,4,20,visa,0.7142857142857143,87.0,0.8571428571428571,0.23809523809523808,desktop,0.23809523809523808,4,0.19047619047619047,153.808
1184,13,1611.7500000000002,W,0.9230769230769231,2,13,visa,0.7692307692307693,87.0,1.0,0.07692307692307693,desktop,0.07692307692307693,1,0.07692307692307693,150.0
1185,15,1684.1200000000001,W,0.8,3,11,visa,0.8,87.0,1.0,0.2,mobile,0.2,1,0.06666666666666667,159.95
1186,15,3288.6059999999998,W,0.9333333333333333,2,12,visa,0.8666666666666667,87.0,0.9333333333333333,0.06666666666666667,desktop,0.06666666666666667,0,0.0,
1187,24,2467.7,W,0.8333333333333334,2,21,visa,0.7083333333333334,87.0,1.0,0.16666666666666666,mobile,0.16666666666666666,6,0.25,708.0
1188,46,5840.67,W,0.8260869565217391,4,42,visa,0.5652173913043478,87.0,0.9130434782608695,0.17391304347826086,desktop,0.17391304347826086,1,0.021739130434782608,49.0
1189,87,11029.274000000003,W,0.8505747126436781,4,73,visa,0.6896551724137931,87.0,0.9195402298850575,0.14942528735632185,desktop,0.10344827586206896,1,0.011494252873563218,101.792
1190,118,18200.605,W,0.8220338983050848,5,89,visa,0.5677966101694916,87.0,0.940677966101695,0.15254237288135594,desktop,0.0847457627118644,7,0.059322033898305086,961.0
1191,170,26088.628,W,0.888235294117647,5,131,visa,0.6705882352941176,87.0,0.9529411764705882,0.09411764705882353,desktop,0.058823529411764705,2,0.011764705882352941,350.0
1192,186,27074.473,W,0.8225806451612904,5,139,visa,0.6451612903225806,87.0,0.9032258064516129,0.14516129032258066,desktop,0.11827956989247312,9,0.04838709677419355,723.9300000000001
1193,210,31468.105000000003,W,0.8142857142857143,5,162,visa,0.6666666666666666,87.0,0.8714285714285714,0.1619047619047619,desktop,0.11904761904761904,15,0.07142857142857142,942.7820000000002
1194,225,31036.285,W,0.8533333333333334,5,148,visa,0.6533333333333333,87.0,0.9288888888888889,0.13777777777777778,desktop,0.11555555555555555,7,0.03111111111111111,1184.85
1195,201,26718.702,W,0.7761194029850746,5,135,visa,0.6716417910447762,87.0,0.8606965174129353,0.21393034825870647,desktop,0.14427860696517414,14,0.06965174129353234,1738.1139999999996
1196,244,41533.094,W,0.8278688524590164,5,156,visa,0.7295081967213115,87.0,0.889344262295082,0.14754098360655737,desktop,0.11475409836065574,10,0.040983606557377046,1509.652
1197,213,29591.66,W,0.7793427230046949,5,152,visa,0.6854460093896714,87.0,0.8732394366197183,0.17370892018779344,desktop,0.11267605633802817,5,0.023474178403755867,1999.0
1198,217,41178.579,W,0.8617511520737328,4,158,visa,0.6451612903225806,87.0,0.9170506912442397,0.1382488479262673,mobile,0.06912442396313365,3,0.013824884792626729,176.213
1199,228,32333.303000000007,W,0.8508771929824561,5,160,visa,0.7192982456140351,87.0,0.9473684210526315,0.14035087719298245,desktop,0.10087719298245613,5,0.021929824561403508,376.0
1200,208,26326.379,W,0.7788461538461539,5,139,visa,0.6778846153846154,87.0,0.8557692307692307,0.20192307692307693,desktop,0.125,5,0.02403846153846154,438.442
1201,160,19277.911,W,0.875,5,118,visa,0.6625,87.0,0.94375,0.125,desktop,0.06875,2,0.0125,181.313
1202,132,12749.199,W,0.7348484848484849,4,100,visa,0.6136363636363636,87.0,0.7878787878787878,0.26515151515151514,desktop,0.1893939393939394,13,0.09848484848484848,1932.8240000000003
1203,125,14952.611,W,0.704,5,103,visa,0.632,87.0,0.808,0.296,desktop,0.232,14,0.112,1876.0140000000001
1204,98,14266.765000000003,W,0.7244897959183674,4,76,visa,0.6632653061224489,87.0,0.826530612244898,0.2755102040816326,desktop,0.24489795918367346,15,0.15306122448979592,1620.3080000000002
1205,42,5282.294000000001,W,0.8095238095238095,4,36,visa,0.7142857142857143,87.0,0.9047619047619048,0.16666666666666666,desktop,0.09523809523809523,1,0.023809523809523808,300.0
1206,38,4108.246,W,0.6578947368421053,4,33,visa,0.6842105263157895,87.0,0.7894736842105263,0.34210526315789475,mobile,0.21052631578947367,4,0.10526315789473684,31.716
1207,16,2024.4859999999999,W,0.8125,4,14,visa,0.5625,87.0,0.9375,0.1875,mobile,0.125,3,0.1875,239.0
1208,15,1858.8500000000001,W,0.9333333333333333,2,15,visa,0.6666666666666666,87.0,1.0,0.06666666666666667,desktop,0.06666666666666667,1,0.06666666666666667,200.0
1209,7,2439.1110000000003,W,0.8571428571428571,2,5,visa,1.0,87.0,0.8571428571428571,0.14285714285714285,desktop,0.14285714285714285,2,0.2857142857142857,951.0
1210,19,1839.9669999999999,W,0.7894736842105263,3,16,mastercard,0.5789473684210527,87.0,0.8947368421052632,0.21052631578947367,desktop,0.10526315789473684,0,0.0,
1211,28,2881.1759999999995,W,0.8928571428571429,3,25,visa,0.5357142857142857,87.0,0.9642857142857143,0.10714285714285714,desktop,0.07142857142857142,2,0.07142857142857142,300.0
1212,75,17001.24,W,0.8933333333333333,3,57,visa,0.7066666666666667,87.0,0.9866666666666667,0.10666666666666667,desktop,0.06666666666666667,1,0.013333333333333334,40.0
1213,103,12974.948000000002,W,0.8155339805825242,5,80,visa,0.6990291262135923,87.0,0.9320388349514563,0.18446601941747573,desktop,0.14563106796116504,2,0.019417475728155338,307.95
1214,146,22262.685999999998,W,0.8082191780821918,5,110,visa,0.6506849315068494,87.0,0.9315068493150684,0.1917808219178082,desktop,0.1232876712328767,4,0.0273972602739726,618.0
1215,216,36333.994000000006,W,0.7870370370370371,5,148,visa,0.7453703703703703,87.0,0.8842592592592593,0.16666666666666666,desktop,0.12037037037037036,8,0.037037037037037035,1083.068
1216,236,32124.502,W,0.8135593220338984,5,169,visa,0.6398305084745762,87.0,0.902542372881356,0.1440677966101695,desktop,0.11440677966101695,5,0.0211864406779661,402.5
1217,243,32672.760000000002,W,0.8189300411522634,5,165,visa,0.6707818930041153,87.0,0.8888888888888888,0.16872427983539096,mobile,0.08641975308641975,24,0.09876543209876543,1668.9699999999998
1218,225,41508.762,W,0.8444444444444444,5,155,visa,0.6755555555555556,87.0,0.9288888888888889,0.14666666666666667,desktop,0.13333333333333333,13,0.057777777777777775,2034.535
1219,216,33457.907,W,0.7916666666666666,5,150,visa,0.6527777777777778,87.0,0.9120370370370371,0.2037037037037037,desktop,0.13425925925925927,7,0.032407407407407406,725.428
1220,223,37987.674,W,0.8699551569506726,5,157,visa,0.6860986547085202,87.0,0.9372197309417041,0.1210762331838565,desktop,0.08968609865470852,10,0.04484304932735426,1011.068
1221,235,33060.453,W,0.8553191489361702,5,163,visa,0.6851063829787234,87.0,0.9063829787234042,0.13617021276595745,desktop,0.07234042553191489,17,0.07234042553191489,955.695
1222,294,45806.858,W,0.8401360544217688,5,202,visa,0.6190476190476191,87.0,0.8979591836734694,0.14625850340136054,mobile,0.07482993197278912,17,0.05782312925170068,3104.8419999999996
1223,236,35934.687000000005,W,0.8686440677966102,5,169,visa,0.6991525423728814,87.0,0.9364406779661016,0.11440677966101695,desktop,0.059322033898305086,5,0.0211864406779661,937.0
1224,218,22017.350000000002,W,0.8348623853211009,5,155,visa,0.7522935779816514,87.0,0.8853211009174312,0.14678899082568808,desktop,0.0963302752293578,6,0.027522935779816515,308.73699999999997
1225,217,24659.815,W,0.8387096774193549,5,155,visa,0.6267281105990783,87.0,0.8986175115207373,0.15207373271889402,desktop,0.08294930875576037,5,0.02304147465437788,248.94099999999997
